accepted,accuracy,aggregation_type,alpha,attack_recall,bandwidth_total_bytes,clients,features_count,fpr,gamma,gap_macro_f1_vs_p5,gap_macro_f1_vs_p8,macro_f1,method,model_size_bytes,rounds,true_flower_runtime,variant,weighted_f1
True,0.9408994708994709,FedAvg,0.5,0.9474141414141414,8710560,3,28,0.06626666666666667,,0.0,-0.007242870475597796,0.9407415103639889,P5 FedAvg baseline,48392,30,False,,0.940887200548385
True,0.9481269841269842,FedAvg+QGA,0.5,0.955010101010101,7236000,3,12,0.059444444444444446,,0.007242870475597796,0.0,0.9479843808395867,P8 FedAvg + QGA Flower,40200,30,True,,
True,0.9455132275132275,QIFA-Hybrid,0.5,0.9436161616161616,8710560,3,28,0.0524,0.5,0.004670610212799797,-0.0025722602627979985,0.9454121205767887,P9 QIFA Flower,48392,30,True,hybrid,0.9455239920333842
True,0.9472804232804233,QIFA-Hybrid,0.5,0.9592121212121212,7236000,3,12,0.06584444444444444,0.5,0.0063633680085752875,-0.0008795024670225082,0.9471048783725642,P9 QIFA + QGA Flower,40200,30,True,hybrid,0.9472499834580465
